"STATISTIC","Statistic","TLIST(D1)","Day","C02199V02655","Sex","UNIT","VALUE"
"RIP02C01","RIP.ie death notices","2020M04D13","2020 April 13","1","Male","Number","58"
"RIP02C01","RIP.ie death notices","2020M04D13","2020 April 13","2","Female","Number","57"
"RIP02C01","RIP.ie death notices","2020M04D14","2020 April 14","-","Both sexes","Number","134"
"RIP02C01","RIP.ie death notices","2020M04D14","2020 April 14","1","Male","Number","69"
"RIP02C01","RIP.ie death notices","2020M04D14","2020 April 14","2","Female","Number","65"
"RIP02C01","RIP.ie death notices","2020M04D15","2020 April 15","-","Both sexes","Number","134"
"RIP02C01","RIP.ie death notices","2020M04D15","2020 April 15","1","Male","Number","74"
"RIP02C01","RIP.ie death notices","2020M04D15","2020 April 15","2","Female","Number","60"
"RIP02C01","RIP.ie death notices","2020M04D16","2020 April 16","-","Both sexes","Number","122"
"RIP02C01","RIP.ie death notices","2020M04D16","2020 April 16","1","Male","Number","62"
"RIP02C01","RIP.ie death notices","2020M04D16","2020 April 16","2","Female","Number","60"
"RIP02C01","RIP.ie death notices","2020M04D17","2020 April 17","-","Both sexes","Number","138"
"RIP02C01","RIP.ie death notices","2020M04D17","2020 April 17","1","Male","Number","74"
"RIP02C01","RIP.ie death notices","2020M04D17","2020 April 17","2","Female","Number","64"
"RIP02C01","RIP.ie death notices","2020M04D18","2020 April 18","-","Both sexes","Number","109"
"RIP02C01","RIP.ie death notices","2020M04D18","2020 April 18","1","Male","Number","52"
"RIP02C01","RIP.ie death notices","2020M04D18","2020 April 18","2","Female","Number","57"
"RIP02C01","RIP.ie death notices","2020M04D19","2020 April 19","-","Both sexes","Number","93"
"RIP02C01","RIP.ie death notices","2020M04D19","2020 April 19","1","Male","Number","49"
"RIP02C01","RIP.ie death notices","2020M04D19","2020 April 19","2","Female","Number","44"
"RIP02C01","RIP.ie death notices","2020M04D20","2020 April 20","-","Both sexes","Number","126"
"RIP02C01","RIP.ie death notices","2020M04D20","2020 April 20","1","Male","Number","68"
"RIP02C01","RIP.ie death notices","2020M04D20","2020 April 20","2","Female","Number","58"
"RIP02C01","RIP.ie death notices","2020M04D21","2020 April 21","-","Both sexes","Number","104"
"RIP02C01","RIP.ie death notices","2020M04D21","2020 April 21","1","Male","Number","57"
"RIP02C01","RIP.ie death notices","2020M04D21","2020 April 21","2","Female","Number","47"
"RIP02C01","RIP.ie death notices","2020M04D22","2020 April 22","-","Both sexes","Number","100"
"RIP02C01","RIP.ie death notices","2020M04D22","2020 April 22","1","Male","Number","52"
"RIP02C01","RIP.ie death notices","2020M04D22","2020 April 22","2","Female","Number","48"
"RIP02C01","RIP.ie death notices","2020M04D23","2020 April 23","-","Both sexes","Number","104"
"RIP02C01","RIP.ie death notices","2020M04D23","2020 April 23","1","Male","Number","53"
"RIP02C01","RIP.ie death notices","2020M04D23","2020 April 23","2","Female","Number","51"
"RIP02C01","RIP.ie death notices","2020M04D24","2020 April 24","-","Both sexes","Number","120"
"RIP02C01","RIP.ie death notices","2020M04D24","2020 April 24","1","Male","Number","56"
"RIP02C01","RIP.ie death notices","2020M04D24","2020 April 24","2","Female","Number","64"
"RIP02C01","RIP.ie death notices","2020M04D25","2020 April 25","-","Both sexes","Number","82"
"RIP02C01","RIP.ie death notices","2020M04D25","2020 April 25","1","Male","Number","38"
"RIP02C01","RIP.ie death notices","2020M04D25","2020 April 25","2","Female","Number","44"
"RIP02C01","RIP.ie death notices","2020M04D26","2020 April 26","-","Both sexes","Number","115"
"RIP02C01","RIP.ie death notices","2020M04D26","2020 April 26","1","Male","Number","62"
"RIP02C01","RIP.ie death notices","2020M04D26","2020 April 26","2","Female","Number","53"
"RIP02C01","RIP.ie death notices","2020M04D27","2020 April 27","-","Both sexes","Number","113"
"RIP02C01","RIP.ie death notices","2020M04D27","2020 April 27","1","Male","Number","60"
"RIP02C01","RIP.ie death notices","2020M04D27","2020 April 27","2","Female","Number","53"
"RIP02C01","RIP.ie death notices","2020M04D28","2020 April 28","-","Both sexes","Number","96"
"RIP02C01","RIP.ie death notices","2020M04D28","2020 April 28","1","Male","Number","42"
"RIP02C01","RIP.ie death notices","2020M04D28","2020 April 28","2","Female","Number","54"
"RIP02C01","RIP.ie death notices","2020M04D29","2020 April 29","-","Both sexes","Number","98"
"RIP02C01","RIP.ie death notices","2020M04D29","2020 April 29","1","Male","Number","52"
"RIP02C01","RIP.ie death notices","2020M04D29","2020 April 29","2","Female","Number","46"
"RIP02C01","RIP.ie death notices","2020M04D30","2020 April 30","-","Both sexes","Number","98"
"RIP02C01","RIP.ie death notices","2020M04D30","2020 April 30","1","Male","Number","55"
"RIP02C01","RIP.ie death notices","2020M04D30","2020 April 30","2","Female","Number","43"
"RIP02C01","RIP.ie death notices","2020M05D01","2020 May 01","-","Both sexes","Number","90"
"RIP02C01","RIP.ie death notices","2020M05D01","2020 May 01","1","Male","Number","42"
"RIP02C01","RIP.ie death notices","2020M05D01","2020 May 01","2","Female","Number","48"
"RIP02C01","RIP.ie death notices","2020M05D02","2020 May 02","-","Both sexes","Number","108"
"RIP02C01","RIP.ie death notices","2020M05D02","2020 May 02","1","Male","Number","61"
"RIP02C01","RIP.ie death notices","2020M05D02","2020 May 02","2","Female","Number","47"
"RIP02C01","RIP.ie death notices","2020M05D03","2020 May 03","-","Both sexes","Number","91"
"RIP02C01","RIP.ie death notices","2020M05D03","2020 May 03","1","Male","Number","47"
"RIP02C01","RIP.ie death notices","2020M05D03","2020 May 03","2","Female","Number","44"
"RIP02C01","RIP.ie death notices","2020M05D04","2020 May 04","-","Both sexes","Number","91"
"RIP02C01","RIP.ie death notices","2020M05D04","2020 May 04","1","Male","Number","44"
"RIP02C01","RIP.ie death notices","2020M05D04","2020 May 04","2","Female","Number","47"
"RIP02C01","RIP.ie death notices","2020M05D05","2020 May 05","-","Both sexes","Number","85"
"RIP02C01","RIP.ie death notices","2020M05D05","2020 May 05","1","Male","Number","33"
"RIP02C01","RIP.ie death notices","2020M05D05","2020 May 05","2","Female","Number","52"
"RIP02C01","RIP.ie death notices","2020M05D06","2020 May 06","-","Both sexes","Number","106"
"RIP02C01","RIP.ie death notices","2020M05D06","2020 May 06","1","Male","Number","58"
"RIP02C01","RIP.ie death notices","2020M05D06","2020 May 06","2","Female","Number","48"
"RIP02C01","RIP.ie death notices","2020M05D07","2020 May 07","-","Both sexes","Number","96"
"RIP02C01","RIP.ie death notices","2020M05D07","2020 May 07","1","Male","Number","39"
"RIP02C01","RIP.ie death notices","2020M05D07","2020 May 07","2","Female","Number","57"
"RIP02C01","RIP.ie death notices","2020M05D08","2020 May 08","-","Both sexes","Number","94"
"RIP02C01","RIP.ie death notices","2020M05D08","2020 May 08","1","Male","Number","47"
"RIP02C01","RIP.ie death notices","2020M05D08","2020 May 08","2","Female","Number","47"
"RIP02C01","RIP.ie death notices","2020M05D09","2020 May 09","-","Both sexes","Number","97"
"RIP02C01","RIP.ie death notices","2020M05D09","2020 May 09","1","Male","Number","53"
"RIP02C01","RIP.ie death notices","2020M05D09","2020 May 09","2","Female","Number","44"
"RIP02C01","RIP.ie death notices","2020M05D10","2020 May 10","-","Both sexes","Number","78"
"RIP02C01","RIP.ie death notices","2020M05D10","2020 May 10","1","Male","Number","40"
"RIP02C01","RIP.ie death notices","2020M05D10","2020 May 10","2","Female","Number","38"
"RIP02C01","RIP.ie death notices","2020M05D11","2020 May 11","-","Both sexes","Number","72"
"RIP02C01","RIP.ie death notices","2020M05D11","2020 May 11","1","Male","Number","30"
"RIP02C01","RIP.ie death notices","2020M05D11","2020 May 11","2","Female","Number","42"
"RIP02C01","RIP.ie death notices","2020M05D12","2020 May 12","-","Both sexes","Number","75"
"RIP02C01","RIP.ie death notices","2020M05D12","2020 May 12","1","Male","Number","34"
"RIP02C01","RIP.ie death notices","2020M05D12","2020 May 12","2","Female","Number","41"
"RIP02C01","RIP.ie death notices","2020M05D13","2020 May 13","-","Both sexes","Number","96"
"RIP02C01","RIP.ie death notices","2020M05D13","2020 May 13","1","Male","Number","52"
"RIP02C01","RIP.ie death notices","2020M05D13","2020 May 13","2","Female","Number","44"
"RIP02C01","RIP.ie death notices","2020M05D14","2020 May 14","-","Both sexes","Number","93"
"RIP02C01","RIP.ie death notices","2020M05D14","2020 May 14","1","Male","Number","44"
"RIP02C01","RIP.ie death notices","2020M05D14","2020 May 14","2","Female","Number","49"
"RIP02C01","RIP.ie death notices","2020M05D15","2020 May 15","-","Both sexes","Number","90"
"RIP02C01","RIP.ie death notices","2020M05D15","2020 May 15","1","Male","Number","52"
"RIP02C01","RIP.ie death notices","2020M05D15","2020 May 15","2","Female","Number","38"
"RIP02C01","RIP.ie death notices","2020M05D16","2020 May 16","-","Both sexes","Number","85"
"RIP02C01","RIP.ie death notices","2020M05D16","2020 May 16","1","Male","Number","46"
"RIP02C01","RIP.ie death notices","2020M05D16","2020 May 16","2","Female","Number","39"
"RIP02C01","RIP.ie death notices","2020M05D17","2020 May 17","-","Both sexes","Number","88"
"RIP02C01","RIP.ie death notices","2020M05D17","2020 May 17","1","Male","Number","49"
"RIP02C01","RIP.ie death notices","2020M05D17","2020 May 17","2","Female","Number","39"
"RIP02C01","RIP.ie death notices","2020M05D18","2020 May 18","-","Both sexes","Number","86"
"RIP02C01","RIP.ie death notices","2020M05D18","2020 May 18","1","Male","Number","45"
"RIP02C01","RIP.ie death notices","2020M05D18","2020 May 18","2","Female","Number","41"
"RIP02C01","RIP.ie death notices","2020M05D19","2020 May 19","-","Both sexes","Number","84"
"RIP02C01","RIP.ie death notices","2020M05D19","2020 May 19","1","Male","Number","43"
"RIP02C01","RIP.ie death notices","2020M05D19","2020 May 19","2","Female","Number","41"
"RIP02C01","RIP.ie death notices","2020M05D20","2020 May 20","-","Both sexes","Number","70"
"RIP02C01","RIP.ie death notices","2020M05D20","2020 May 20","1","Male","Number","39"
"RIP02C01","RIP.ie death notices","2020M05D20","2020 May 20","2","Female","Number","31"
"RIP02C01","RIP.ie death notices","2020M05D21","2020 May 21","-","Both sexes","Number","70"
"RIP02C01","RIP.ie death notices","2020M05D21","2020 May 21","1","Male","Number","36"
"RIP02C01","RIP.ie death notices","2020M05D21","2020 May 21","2","Female","Number","34"
"RIP02C01","RIP.ie death notices","2020M05D22","2020 May 22","-","Both sexes","Number","69"
"RIP02C01","RIP.ie death notices","2020M05D22","2020 May 22","1","Male","Number","39"
"RIP02C01","RIP.ie death notices","2020M05D22","2020 May 22","2","Female","Number","30"
"RIP02C01","RIP.ie death notices","2020M05D23","2020 May 23","-","Both sexes","Number","84"
"RIP02C01","RIP.ie death notices","2020M05D23","2020 May 23","1","Male","Number","45"
"RIP02C01","RIP.ie death notices","2020M05D23","2020 May 23","2","Female","Number","39"
"RIP02C01","RIP.ie death notices","2020M05D24","2020 May 24","-","Both sexes","Number","80"
"RIP02C01","RIP.ie death notices","2020M05D24","2020 May 24","1","Male","Number","35"
"RIP02C01","RIP.ie death notices","2020M05D24","2020 May 24","2","Female","Number","45"
"RIP02C01","RIP.ie death notices","2020M05D25","2020 May 25","-","Both sexes","Number","87"
"RIP02C01","RIP.ie death notices","2020M05D25","2020 May 25","1","Male","Number","48"
"RIP02C01","RIP.ie death notices","2020M05D25","2020 May 25","2","Female","Number","39"
"RIP02C01","RIP.ie death notices","2020M05D26","2020 May 26","-","Both sexes","Number","85"
"RIP02C01","RIP.ie death notices","2020M05D26","2020 May 26","1","Male","Number","45"
"RIP02C01","RIP.ie death notices","2020M05D26","2020 May 26","2","Female","Number","40"
"RIP02C01","RIP.ie death notices","2020M05D27","2020 May 27","-","Both sexes","Number","66"
"RIP02C01","RIP.ie death notices","2020M05D27","2020 May 27","1","Male","Number","35"
"RIP02C01","RIP.ie death notices","2020M05D27","2020 May 27","2","Female","Number","31"
"RIP02C01","RIP.ie death notices","2020M05D28","2020 May 28","-","Both sexes","Number","75"
"RIP02C01","RIP.ie death notices","2020M05D28","2020 May 28","1","Male","Number","33"
"RIP02C01","RIP.ie death notices","2020M05D28","2020 May 28","2","Female","Number","42"
"RIP02C01","RIP.ie death notices","2020M05D29","2020 May 29","-","Both sexes","Number","92"
"RIP02C01","RIP.ie death notices","2020M05D29","2020 May 29","1","Male","Number","42"
"RIP02C01","RIP.ie death notices","2020M05D29","2020 May 29","2","Female","Number","50"
"RIP02C01","RIP.ie death notices","2020M05D30","2020 May 30","-","Both sexes","Number","83"
"RIP02C01","RIP.ie death notices","2020M05D30","2020 May 30","1","Male","Number","46"
"RIP02C01","RIP.ie death notices","2020M05D30","2020 May 30","2","Female","Number","37"
"RIP02C01","RIP.ie death notices","2020M05D31","2020 May 31","-","Both sexes","Number","73"
"RIP02C01","RIP.ie death notices","2020M05D31","2020 May 31","1","Male","Number","42"
"RIP02C01","RIP.ie death notices","2020M05D31","2020 May 31","2","Female","Number","31"
"RIP02C01","RIP.ie death notices","2020M06D01","2020 June 01","-","Both sexes","Number","86"
"RIP02C01","RIP.ie death notices","2020M06D01","2020 June 01","1","Male","Number","49"
"RIP02C01","RIP.ie death notices","2020M06D01","2020 June 01","2","Female","Number","37"
"RIP02C01","RIP.ie death notices","2020M06D02","2020 June 02","-","Both sexes","Number","80"
"RIP02C01","RIP.ie death notices","2020M06D02","2020 June 02","1","Male","Number","42"
"RIP02C01","RIP.ie death notices","2020M06D02","2020 June 02","2","Female","Number","38"
"RIP02C01","RIP.ie death notices","2020M06D03","2020 June 03","-","Both sexes","Number","68"
"RIP02C01","RIP.ie death notices","2020M06D03","2020 June 03","1","Male","Number","38"
"RIP02C01","RIP.ie death notices","2020M06D03","2020 June 03","2","Female","Number","30"
"RIP02C01","RIP.ie death notices","2020M06D04","2020 June 04","-","Both sexes","Number","65"
"RIP02C01","RIP.ie death notices","2020M06D04","2020 June 04","1","Male","Number","37"
"RIP02C01","RIP.ie death notices","2020M06D04","2020 June 04","2","Female","Number","28"
"RIP02C01","RIP.ie death notices","2020M06D05","2020 June 05","-","Both sexes","Number","70"
"RIP02C01","RIP.ie death notices","2020M06D05","2020 June 05","1","Male","Number","34"
"RIP02C01","RIP.ie death notices","2020M06D05","2020 June 05","2","Female","Number","36"
"RIP02C01","RIP.ie death notices","2020M06D06","2020 June 06","-","Both sexes","Number","72"
"RIP02C01","RIP.ie death notices","2020M06D06","2020 June 06","1","Male","Number","36"
"RIP02C01","RIP.ie death notices","2020M06D06","2020 June 06","2","Female","Number","36"
"RIP02C01","RIP.ie death notices","2020M06D07","2020 June 07","-","Both sexes","Number","75"
"RIP02C01","RIP.ie death notices","2020M06D07","2020 June 07","1","Male","Number","36"
"RIP02C01","RIP.ie death notices","2020M06D07","2020 June 07","2","Female","Number","39"
"RIP02C01","RIP.ie death notices","2020M06D08","2020 June 08","-","Both sexes","Number","80"
"RIP02C01","RIP.ie death notices","2020M06D08","2020 June 08","1","Male","Number","41"
"RIP02C01","RIP.ie death notices","2020M06D08","2020 June 08","2","Female","Number","39"
"RIP02C01","RIP.ie death notices","2020M06D09","2020 June 09","-","Both sexes","Number","75"
"RIP02C01","RIP.ie death notices","2020M06D09","2020 June 09","1","Male","Number","39"
"RIP02C01","RIP.ie death notices","2020M06D09","2020 June 09","2","Female","Number","36"
"RIP02C01","RIP.ie death notices","2020M06D10","2020 June 10","-","Both sexes","Number","80"
"RIP02C01","RIP.ie death notices","2020M06D10","2020 June 10","1","Male","Number","46"
"RIP02C01","RIP.ie death notices","2020M06D10","2020 June 10","2","Female","Number","34"
"RIP02C01","RIP.ie death notices","2020M06D11","2020 June 11","-","Both sexes","Number","55"
"RIP02C01","RIP.ie death notices","2020M06D11","2020 June 11","1","Male","Number","20"
"RIP02C01","RIP.ie death notices","2020M06D11","2020 June 11","2","Female","Number","35"
"RIP02C01","RIP.ie death notices","2020M06D12","2020 June 12","-","Both sexes","Number","84"
"RIP02C01","RIP.ie death notices","2020M06D12","2020 June 12","1","Male","Number","46"
"RIP02C01","RIP.ie death notices","2020M06D12","2020 June 12","2","Female","Number","38"
"RIP02C01","RIP.ie death notices","2020M06D13","2020 June 13","-","Both sexes","Number","71"
"RIP02C01","RIP.ie death notices","2020M06D13","2020 June 13","1","Male","Number","37"
"RIP02C01","RIP.ie death notices","2020M06D13","2020 June 13","2","Female","Number","34"
"RIP02C01","RIP.ie death notices","2020M06D14","2020 June 14","-","Both sexes","Number","83"
"RIP02C01","RIP.ie death notices","2020M06D14","2020 June 14","1","Male","Number","44"
"RIP02C01","RIP.ie death notices","2020M06D14","2020 June 14","2","Female","Number","39"
"RIP02C01","RIP.ie death notices","2020M06D15","2020 June 15","-","Both sexes","Number","88"
"RIP02C01","RIP.ie death notices","2020M06D15","2020 June 15","1","Male","Number","45"
"RIP02C01","RIP.ie death notices","2020M06D15","2020 June 15","2","Female","Number","43"
"RIP02C01","RIP.ie death notices","2020M06D16","2020 June 16","-","Both sexes","Number","73"
"RIP02C01","RIP.ie death notices","2020M06D16","2020 June 16","1","Male","Number","40"
"RIP02C01","RIP.ie death notices","2020M06D16","2020 June 16","2","Female","Number","33"
"RIP02C01","RIP.ie death notices","2020M06D17","2020 June 17","-","Both sexes","Number","53"
"RIP02C01","RIP.ie death notices","2020M06D17","2020 June 17","1","Male","Number","36"
"RIP02C01","RIP.ie death notices","2020M06D17","2020 June 17","2","Female","Number","17"
"RIP02C01","RIP.ie death notices","2020M06D18","2020 June 18","-","Both sexes","Number","84"
"RIP02C01","RIP.ie death notices","2020M06D18","2020 June 18","1","Male","Number","36"
"RIP02C01","RIP.ie death notices","2020M06D18","2020 June 18","2","Female","Number","48"
"RIP02C01","RIP.ie death notices","2020M06D19","2020 June 19","-","Both sexes","Number","85"
"RIP02C01","RIP.ie death notices","2020M06D19","2020 June 19","1","Male","Number","45"
"RIP02C01","RIP.ie death notices","2020M06D19","2020 June 19","2","Female","Number","40"
"RIP02C01","RIP.ie death notices","2020M06D20","2020 June 20","-","Both sexes","Number","77"
"RIP02C01","RIP.ie death notices","2020M06D20","2020 June 20","1","Male","Number","48"
"RIP02C01","RIP.ie death notices","2020M06D20","2020 June 20","2","Female","Number","29"
"RIP02C01","RIP.ie death notices","2020M06D21","2020 June 21","-","Both sexes","Number","54"
"RIP02C01","RIP.ie death notices","2020M06D21","2020 June 21","1","Male","Number","30"
"RIP02C01","RIP.ie death notices","2020M06D21","2020 June 21","2","Female","Number","24"
"RIP02C01","RIP.ie death notices","2020M06D22","2020 June 22","-","Both sexes","Number","68"
"RIP02C01","RIP.ie death notices","2020M06D22","2020 June 22","1","Male","Number","29"
"RIP02C01","RIP.ie death notices","2020M06D22","2020 June 22","2","Female","Number","39"
"RIP02C01","RIP.ie death notices","2020M06D23","2020 June 23","-","Both sexes","Number","70"
"RIP02C01","RIP.ie death notices","2020M06D23","2020 June 23","1","Male","Number","37"
"RIP02C01","RIP.ie death notices","2020M06D23","2020 June 23","2","Female","Number","33"
"RIP02C01","RIP.ie death notices","2020M06D24","2020 June 24","-","Both sexes","Number","75"
"RIP02C01","RIP.ie death notices","2020M06D24","2020 June 24","1","Male","Number","37"
"RIP02C01","RIP.ie death notices","2020M06D24","2020 June 24","2","Female","Number","38"
"RIP02C01","RIP.ie death notices","2020M06D25","2020 June 25","-","Both sexes","Number","67"
"RIP02C01","RIP.ie death notices","2020M06D25","2020 June 25","1","Male","Number","34"
"RIP02C01","RIP.ie death notices","2020M06D25","2020 June 25","2","Female","Number","33"
"RIP02C01","RIP.ie death notices","2020M06D26","2020 June 26","-","Both sexes","Number","68"
"RIP02C01","RIP.ie death notices","2020M06D26","2020 June 26","1","Male","Number","31"
"RIP02C01","RIP.ie death notices","2020M06D26","2020 June 26","2","Female","Number","37"
"RIP02C01","RIP.ie death notices","2020M06D27","2020 June 27","-","Both sexes","Number","73"
"RIP02C01","RIP.ie death notices","2020M06D27","2020 June 27","1","Male","Number","27"
"RIP02C01","RIP.ie death notices","2020M06D27","2020 June 27","2","Female","Number","46"
"RIP02C01","RIP.ie death notices","2020M06D28","2020 June 28","-","Both sexes","Number","81"
"RIP02C01","RIP.ie death notices","2020M06D28","2020 June 28","1","Male","Number","34"
"RIP02C01","RIP.ie death notices","2020M06D28","2020 June 28","2","Female","Number","47"
"RIP02C01","RIP.ie death notices","2020M06D29","2020 June 29","-","Both sexes","Number","79"
"RIP02C01","RIP.ie death notices","2020M06D29","2020 June 29","1","Male","Number","36"
"RIP02C01","RIP.ie death notices","2020M06D29","2020 June 29","2","Female","Number","43"
"RIP02C01","RIP.ie death notices","2020M06D30","2020 June 30","-","Both sexes","Number","66"
"RIP02C01","RIP.ie death notices","2020M06D30","2020 June 30","1","Male","Number","34"
"RIP02C01","RIP.ie death notices","2020M06D30","2020 June 30","2","Female","Number","32"
"RIP02C01","RIP.ie death notices","2020M07D01","2020 July 01","-","Both sexes","Number","70"
"RIP02C01","RIP.ie death notices","2020M07D01","2020 July 01","1","Male","Number","33"
"RIP02C01","RIP.ie death notices","2020M07D01","2020 July 01","2","Female","Number","37"
"RIP02C01","RIP.ie death notices","2020M07D02","2020 July 02","-","Both sexes","Number","72"
"RIP02C01","RIP.ie death notices","2020M07D02","2020 July 02","1","Male","Number","41"
"RIP02C01","RIP.ie death notices","2020M07D02","2020 July 02","2","Female","Number","31"
"RIP02C01","RIP.ie death notices","2020M07D03","2020 July 03","-","Both sexes","Number","69"
"RIP02C01","RIP.ie death notices","2020M07D03","2020 July 03","1","Male","Number","30"
"RIP02C01","RIP.ie death notices","2020M07D03","2020 July 03","2","Female","Number","39"
"RIP02C01","RIP.ie death notices","2020M07D04","2020 July 04","-","Both sexes","Number","65"
"RIP02C01","RIP.ie death notices","2020M07D04","2020 July 04","1","Male","Number","39"
"RIP02C01","RIP.ie death notices","2020M07D04","2020 July 04","2","Female","Number","26"
"RIP02C01","RIP.ie death notices","2020M07D05","2020 July 05","-","Both sexes","Number","56"
"RIP02C01","RIP.ie death notices","2020M07D05","2020 July 05","1","Male","Number","24"
"RIP02C01","RIP.ie death notices","2020M07D05","2020 July 05","2","Female","Number","32"
"RIP02C01","RIP.ie death notices","2020M07D06","2020 July 06","-","Both sexes","Number","69"
"RIP02C01","RIP.ie death notices","2020M07D06","2020 July 06","1","Male","Number","45"
"RIP02C01","RIP.ie death notices","2020M07D06","2020 July 06","2","Female","Number","24"
"RIP02C01","RIP.ie death notices","2020M07D07","2020 July 07","-","Both sexes","Number","78"
"RIP02C01","RIP.ie death notices","2020M07D07","2020 July 07","1","Male","Number","36"
"RIP02C01","RIP.ie death notices","2020M07D07","2020 July 07","2","Female","Number","42"
"RIP02C01","RIP.ie death notices","2020M07D08","2020 July 08","-","Both sexes","Number","76"
"RIP02C01","RIP.ie death notices","2020M07D08","2020 July 08","1","Male","Number","38"
"RIP02C01","RIP.ie death notices","2020M07D08","2020 July 08","2","Female","Number","38"
"RIP02C01","RIP.ie death notices","2020M07D09","2020 July 09","-","Both sexes","Number","66"
"RIP02C01","RIP.ie death notices","2020M07D09","2020 July 09","1","Male","Number","33"
"RIP02C01","RIP.ie death notices","2020M07D09","2020 July 09","2","Female","Number","33"
"RIP02C01","RIP.ie death notices","2020M07D10","2020 July 10","-","Both sexes","Number","75"
"RIP02C01","RIP.ie death notices","2020M07D10","2020 July 10","1","Male","Number","36"
"RIP02C01","RIP.ie death notices","2020M07D10","2020 July 10","2","Female","Number","39"
"RIP02C01","RIP.ie death notices","2020M07D11","2020 July 11","-","Both sexes","Number","75"
"RIP02C01","RIP.ie death notices","2020M07D11","2020 July 11","1","Male","Number","36"
"RIP02C01","RIP.ie death notices","2020M07D11","2020 July 11","2","Female","Number","39"
"RIP02C01","RIP.ie death notices","2020M07D12","2020 July 12","-","Both sexes","Number","73"
"RIP02C01","RIP.ie death notices","2020M07D12","2020 July 12","1","Male","Number","41"
"RIP02C01","RIP.ie death notices","2020M07D12","2020 July 12","2","Female","Number","32"
"RIP02C01","RIP.ie death notices","2020M07D13","2020 July 13","-","Both sexes","Number","83"
"RIP02C01","RIP.ie death notices","2020M07D13","2020 July 13","1","Male","Number","46"
"RIP02C01","RIP.ie death notices","2020M07D13","2020 July 13","2","Female","Number","37"
"RIP02C01","RIP.ie death notices","2020M07D14","2020 July 14","-","Both sexes","Number","64"
"RIP02C01","RIP.ie death notices","2020M07D14","2020 July 14","1","Male","Number","27"
"RIP02C01","RIP.ie death notices","2020M07D14","2020 July 14","2","Female","Number","37"
"RIP02C01","RIP.ie death notices","2020M07D15","2020 July 15","-","Both sexes","Number","84"
"RIP02C01","RIP.ie death notices","2020M07D15","2020 July 15","1","Male","Number","40"
"RIP02C01","RIP.ie death notices","2020M07D15","2020 July 15","2","Female","Number","44"
"RIP02C01","RIP.ie death notices","2020M07D16","2020 July 16","-","Both sexes","Number","86"
"RIP02C01","RIP.ie death notices","2020M07D16","2020 July 16","1","Male","Number","40"
"RIP02C01","RIP.ie death notices","2020M07D16","2020 July 16","2","Female","Number","46"
"RIP02C01","RIP.ie death notices","2020M07D17","2020 July 17","-","Both sexes","Number","84"
"RIP02C01","RIP.ie death notices","2020M07D17","2020 July 17","1","Male","Number","44"
"RIP02C01","RIP.ie death notices","2020M07D17","2020 July 17","2","Female","Number","40"
"RIP02C01","RIP.ie death notices","2020M07D18","2020 July 18","-","Both sexes","Number","76"
"RIP02C01","RIP.ie death notices","2020M07D18","2020 July 18","1","Male","Number","41"
"RIP02C01","RIP.ie death notices","2020M07D18","2020 July 18","2","Female","Number","35"
"RIP02C01","RIP.ie death notices","2020M07D19","2020 July 19","-","Both sexes","Number","78"
"RIP02C01","RIP.ie death notices","2020M07D19","2020 July 19","1","Male","Number","37"
"RIP02C01","RIP.ie death notices","2020M07D19","2020 July 19","2","Female","Number","41"
"RIP02C01","RIP.ie death notices","2020M07D20","2020 July 20","-","Both sexes","Number","76"
"RIP02C01","RIP.ie death notices","2020M07D20","2020 July 20","1","Male","Number","37"
"RIP02C01","RIP.ie death notices","2020M07D20","2020 July 20","2","Female","Number","39"
"RIP02C01","RIP.ie death notices","2020M07D21","2020 July 21","-","Both sexes","Number","75"
"RIP02C01","RIP.ie death notices","2020M07D21","2020 July 21","1","Male","Number","39"
"RIP02C01","RIP.ie death notices","2020M07D21","2020 July 21","2","Female","Number","36"
"RIP02C01","RIP.ie death notices","2020M07D22","2020 July 22","-","Both sexes","Number","67"
"RIP02C01","RIP.ie death notices","2020M07D22","2020 July 22","1","Male","Number","34"
"RIP02C01","RIP.ie death notices","2020M07D22","2020 July 22","2","Female","Number","33"
"RIP02C01","RIP.ie death notices","2020M07D23","2020 July 23","-","Both sexes","Number","73"
"RIP02C01","RIP.ie death notices","2020M07D23","2020 July 23","1","Male","Number","44"
"RIP02C01","RIP.ie death notices","2020M07D23","2020 July 23","2","Female","Number","29"
"RIP02C01","RIP.ie death notices","2020M07D24","2020 July 24","-","Both sexes","Number","83"
"RIP02C01","RIP.ie death notices","2020M07D24","2020 July 24","1","Male","Number","46"
"RIP02C01","RIP.ie death notices","2020M07D24","2020 July 24","2","Female","Number","37"
"RIP02C01","RIP.ie death notices","2020M07D25","2020 July 25","-","Both sexes","Number","74"
"RIP02C01","RIP.ie death notices","2020M07D25","2020 July 25","1","Male","Number","35"
"RIP02C01","RIP.ie death notices","2020M07D25","2020 July 25","2","Female","Number","39"
"RIP02C01","RIP.ie death notices","2020M07D26","2020 July 26","-","Both sexes","Number","66"
"RIP02C01","RIP.ie death notices","2020M07D26","2020 July 26","1","Male","Number","37"
"RIP02C01","RIP.ie death notices","2020M07D26","2020 July 26","2","Female","Number","29"
"RIP02C01","RIP.ie death notices","2020M07D27","2020 July 27","-","Both sexes","Number","70"
"RIP02C01","RIP.ie death notices","2020M07D27","2020 July 27","1","Male","Number","39"
"RIP02C01","RIP.ie death notices","2020M07D27","2020 July 27","2","Female","Number","31"
